FILE: SSRhe053.SA2_DEL_Q516   CREATED: Mon, Jun 04, 2012 11:23:09 PM
LABEL: seq #5 Test Finbrinogen 8mg/mL+1.5mm gap Scatt 14m          
MON CNT   LAMBDA (A)  DET_OFF(cm)   DET_DIST(m)   TRANS   THICK(cm)
1e+08  7.0033       0     14.547     0.42719     0.1
BCENT(X,Y)   A1(mm)   A2(mm)   A1A2DIST(m)   DL/L   BSTOP(mm)   DET_TYP  
66.7  63.7  38.1    12.7    15.727    0.115    76.2    ORNL  
SAM: SSRhe053.SA2_DEL_Q516
BGD: SSRhe044.SA2_DEL_Q507,
EMP: SSRhe021.SA2_DEL_Q484,
DIV: Plex_26APR12_NG7.DIV,
MASK: DEFAULT.MASK,
ABS Parameters (3-6): TSTAND=1;DSTAND=1;IZERO=58.783;XSECT=1;SDEV=0.26305
Average Choices: AVTYPE=QxQy_ASCII;SAVE=Yes;NAME=Auto;PLOT=Yes;

*** Data written from ABS folder and may not be a fully corrected data file ***
Data columns are Qx - Qy - I(Qx,Qy) - err(I) - Qz - SigmaQ_parall - SigmaQ_perp - fSubS(beam stop shadow)
Error wave is properly propagated through all reduction steps 8/2011
ASCII data created Mon, Jun 04, 2012 11:23:09 PM

-0.020573733	-0.019634295	-0.84678304	58.156776	0.00045085399	0.0015419803	0.00067483058	1
-0.020260748	-0.019634452	0	58.113983	0.00044373114	0.0015328674	0.00067483034	1
-0.019947754	-0.019634604	-1.5841224	58.195206	0.00043671735	0.0015238405	0.00067482865	1
-0.019634755	-0.019634755	14.039025	72.317497	0.00042981267	0.0015149008	0.00067482545	1
-0.019321747	-0.019634904	0	58.115089	0.00042301707	0.0015060501	0.00067482062	1
-0.019008731	-0.019635051	-0.82203382	58.158615	0.00041633059	0.0014972899	0.00067481416	1
-0.01869571	-0.019635195	-0.80866945	58.158962	0.00040975321	0.0014886217	0.00067480601	1
-0.018382682	-0.019635336	-0.78383362	58.159306	0.00040328497	0.001480047	0.000674796	1
-0.018069647	-0.019635476	0	58.116463	0.00039692581	0.0014715675	0.00067478413	1
-0.017756606	-0.019635612	0	58.116791	0.00039067582	0.0014631849	0.00067477027	1
-0.017443556	-0.019635746	0	58.117111	0.00038453494	0.0014549007	0.00067475438	1
-0.017130503	-0.019635879	-0.82651502	58.160599	0.00037850323	0.0014467166	0.0006747364	1
-0.016817441	-0.019636009	0	58.117729	0.00037258066	0.0014386344	0.0006747162	1
-0.016504375	-0.019636136	0	58.118031	0.00036676726	0.0014306555	0.00067469367	1
-0.016191302	-0.01963626	-1.6537137	58.199177	0.00036106299	0.0014227818	0.00067466876	1
-0.015878223	-0.019636383	0	58.11861	0.00035546793	0.001415015	0.00067464146	1
-0.015565138	-0.019636504	0	58.118885	0.00034998203	0.0014073568	0.00067461154	1
-0.015252047	-0.019636622	0	58.11916	0.00034460533	0.0013998089	0.000674579	1
-0.014938951	-0.019636737	0	58.119423	0.0003393378	0.0013923731	0.00067454373	1
-0.01462585	-0.019636849	-0.81729257	58.162865	0.00033417947	0.0013850513	0.0006745056	1
-0.014312743	-0.019636961	-0.85077715	58.163116	0.00032913033	0.001377845	0.00067446462	1
-0.013999632	-0.019637069	-0.83990043	58.163361	0.00032419042	0.0013707561	0.00067442056	1
-0.013686514	-0.019637175	0	58.120415	0.00031935971	0.0013637864	0.00067437347	1
-0.013373392	-0.019637277	15.748882	72.290138	0.00031463819	0.0013569377	0.00067432318	1
-0.013060265	-0.019637378	0	58.120872	0.00031002593	0.0013502117	0.00067426963	1
-0.012747133	-0.019637477	0	58.121086	0.00030552287	0.0013436103	0.00067421276	1
-0.012433996	-0.019637574	0	58.1213	0.00030112907	0.0013371354	0.0006741524	1
-0.012120856	-0.019637667	0	58.121506	0.00029684449	0.0013307886	0.00067408854	1
-0.01180771	-0.019637758	-0.86770993	58.164879	0.00029266914	0.0013245719	0.00067402102	1
-0.01149456	-0.019637847	-0.86316448	58.16507	0.00028860307	0.0013184869	0.00067394989	1
-0.011181407	-0.019637935	-1.6321456	58.19659	0.00028464623	0.0013125355	0.00067387504	1
-0.010868249	-0.019638019	-0.84409308	58.165428	0.00028079865	0.0013067195	0.00067379634	1
-0.010555087	-0.019638101	-0.81657481	58.1656	0.00027706032	0.0013010406	0.00067371374	1
-0.01024192	-0.019638179	0	58.122581	0.00027343124	0.0012955007	0.00067362725	1
-0.0099287508	-0.019638257	0	58.122734	0.00026991146	0.0012901016	0.00067353674	1
-0.0096155778	-0.019638332	0	58.122887	0.00026650092	0.0012848447	0.00067344221	1
-0.009302401	-0.019638404	0	58.123024	0.00026319968	0.0012797322	0.00067334366	1
-0.0089892205	-0.019638473	-0.87214822	58.166344	0.00026000768	0.0012747656	0.00067324098	1
-0.0086760372	-0.01963854	14.71054	72.358452	0.00025692501	0.0012699466	0.00067313417	1
-0.0083628502	-0.019638605	-1.6784548	58.204269	0.00025395158	0.0012652768	0.00067302323	1
-0.0080496604	-0.019638669	0	58.123524	0.00025108748	0.001260758	0.00067290815	1
-0.0077364682	-0.019638728	0	58.123631	0.00024833265	0.0012563919	0.00067278894	1
-0.0074232724	-0.019638788	-1.6920863	58.204594	0.00024568712	0.0012521798	0.00067266566	1
-0.0071100746	-0.019638842	-0.85972869	58.167007	0.00024315089	0.0012481236	0.00067253824	1
-0.0067968736	-0.019638896	0	58.123913	0.00024072395	0.0012442247	0.00067240681	1
-0.0064836703	-0.019638946	-2.4609807	58.236168	0.00023840633	0.0012404846	0.00067227142	1
